H,label
"[[2.03240452e-06,2.22455308e-06,1.95055004e-06,2.11492475e-06],
 [3.04983253e-06,3.34327570e-06,0.00000000e+00,2.94873105e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.84013942e-06,3.13025111e-06,2.70285865e-06,2.66767943e-06]]","[[ 0.01690791,-0.16224673, 0.        , 0.        ],
 [ 0.02161029, 0.11550581, 0.        , 0.        ],
 [ 0.09315221, 0.        , 0.        , 0.08040084],
 [ 0.12045771, 0.        , 0.        , 0.08932036],
 [ 0.13614038, 0.        , 0.        , 0.14619969],
 [ 0.12555232, 0.        , 0.        , 0.0231813 ]]"
"[[2.10279106e-06,1.95652026e-06,2.02839687e-06,1.81092868e-06],
 [3.12597060e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.90673814e-06,2.61292401e-06,2.74324105e-06,2.47185310e-06]]","[[ 0.01567013,-0.00675546, 0.        , 0.        ],
 [ 0.09981215,-0.00641373, 0.        , 0.        ],
 [ 0.09134736, 0.        , 0.        , 0.02419013],
 [ 0.08392403, 0.        , 0.        , 0.11454413],
 [ 0.49435764, 0.        , 0.        , 0.12186649],
 [-0.00761242, 0.        , 0.        , 0.12511664]]"
"[[2.14949720e-06,1.81468437e-06,1.63704226e-06,1.76426118e-06],
 [2.97260118e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.90632009e-06,2.26052643e-06,0.00000000e+00,2.18451954e-06]]","[[ 0.01984212,-0.00273396, 0.        , 0.        ],
 [ 0.0657608 ,-0.00819985, 0.        , 0.        ],
 [ 0.15182485, 0.        , 0.        , 0.03458645],
 [ 0.06623824, 0.        , 0.        , 0.14106745],
 [ 0.44640809, 0.        , 0.        ,-0.05874302],
 [-0.01027096, 0.        , 0.        , 0.13987978]]"
"[[1.95652130e-06,2.11136654e-06,1.86111392e-06,2.11112622e-06],
 [0.00000000e+00,2.88429510e-06,0.00000000e+00,2.75559992e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.38897800e-06,2.86972533e-06,2.29192439e-06,2.56769382e-06]]","[[ 0.10194929,-0.10560278, 0.        , 0.        ],
 [ 0.00745608, 0.17337449, 0.        , 0.        ],
 [ 0.0910778 , 0.        , 0.        , 0.10981266],
 [ 0.04137182, 0.        , 0.        , 0.05006285],
 [-0.11430356, 0.        , 0.        , 0.11211359],
 [ 0.17062311, 0.        , 0.        , 0.01932534]]"
"[[2.03499497e-06,1.75090050e-06,2.24750138e-06,1.96790846e-06],
 [0.00000000e+00,0.00000000e+00,2.99798850e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.54452039e-06,2.31216752e-06,2.90938984e-06,2.83845550e-06]]","[[ 0.14756387, 0.50045069, 0.        , 0.        ],
 [ 0.09824901,-0.00684153, 0.        , 0.        ],
 [ 0.01685656, 0.        , 0.        , 0.09417685],
 [ 0.05918785, 0.        , 0.        , 0.12282482],
 [-0.00903321, 0.        , 0.        , 0.02022352],
 [-0.00621087, 0.        , 0.        , 0.15363722]]"
"[[2.06265653e-06,1.93889963e-06,2.24997493e-06,2.03150763e-06],
 [2.70837013e-06,2.80865707e-06,3.29671004e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.55987700e-06,2.57183220e-06,3.02927919e-06,3.03648078e-06]]","[[ 0.14725121, 0.14233873, 0.        , 0.        ],
 [ 0.03621412,-0.15942579, 0.        , 0.        ],
 [ 0.02495829, 0.        , 0.        , 0.02448003],
 [ 0.06753806, 0.        , 0.        , 0.06339981],
 [ 0.09273277, 0.        , 0.        , 0.06921494],
 [ 0.13792718, 0.        , 0.        , 0.16433136]]"
"[[1.70509858e-06,2.00098240e-06,1.80113427e-06,1.84080021e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.46427995e-06,2.54751465e-06,2.29209387e-06,2.34506619e-06]]","[[0.0387967 ,0.        ,0.        ,0.        ],
 [0.12406617,0.        ,0.        ,0.        ],
 [0.12538523,0.        ,0.        ,0.17033953],
 [0.12427845,0.        ,0.        ,0.1096975 ],
 [0.        ,0.        ,0.        ,0.10502249],
 [0.        ,0.        ,0.        ,0.10673629]]"
"[[1.94323996e-06,2.01272558e-06,1.92467900e-06,2.00074468e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.71944042e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.84874920e-06,2.73208862e-06,2.66413802e-06,2.58512388e-06]]","[[ 0.0680413 ,-0.00708779, 0.        , 0.        ],
 [ 0.11447752, 0.50522243, 0.        , 0.        ],
 [ 0.1007362 , 0.        , 0.        , 0.15198643],
 [ 0.01432648, 0.        , 0.        , 0.11338002],
 [-0.0095702 , 0.        , 0.        , 0.12303493],
 [-0.00721698, 0.        , 0.        , 0.01464352]]"
"[[1.90690812e-06,1.83943226e-06,2.18640820e-06,1.89421870e-06],
 [0.00000000e+00,0.00000000e+00,2.88568258e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.43202641e-06,2.69006818e-06,2.64665000e-06,2.50805844e-06]]","[[ 0.14579141, 0.50259699, 0.        , 0.        ],
 [ 0.051682  ,-0.00695117, 0.        , 0.        ],
 [ 0.01650865, 0.        , 0.        , 0.09193445],
 [ 0.10314506, 0.        , 0.        , 0.15652647],
 [-0.00921462, 0.        , 0.        , 0.01590587],
 [-0.00697982, 0.        , 0.        , 0.1199406 ]]"
"[[1.78953379e-06,1.79731982e-06,1.97522541e-06,1.89338577e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.50145933e-06,2.38682701e-06,2.52340761e-06,2.60648199e-06]]","[[0.07603837,0.        ,0.        ,0.        ],
 [0.11058038,0.        ,0.        ,0.        ],
 [0.14340876,0.        ,0.        ,0.1436809 ],
 [0.08325749,0.        ,0.        ,0.11633691],
 [0.        ,0.        ,0.        ,0.09320661],
 [0.        ,0.        ,0.        ,0.13938785]]"
"[[1.86273417e-06,1.94365628e-06,1.94359091e-06,1.76930099e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.88634810e-06,2.48604885e-06,2.50268764e-06,2.33983470e-06]]","[[0.02204297,0.        ,0.        ,0.        ],
 [0.13673123,0.        ,0.        ,0.        ],
 [0.13167862,0.        ,0.        ,0.1821095 ],
 [0.11107861,0.        ,0.        ,0.09783844],
 [0.        ,0.        ,0.        ,0.10205371],
 [0.        ,0.        ,0.        ,0.11508597]]"
"[[1.81815761e-06,2.00411329e-06,2.04563841e-06,1.74142594e-06],
 [0.00000000e+00,0.00000000e+00,2.83896215e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.40745513e-06,2.77027605e-06,2.64387784e-06,2.34732436e-06]]","[[ 0.11952842, 0.50148869, 0.        , 0.        ],
 [ 0.08411561,-0.00633244, 0.        , 0.        ],
 [ 0.01584031, 0.        , 0.        , 0.11657929],
 [ 0.09644557, 0.        , 0.        , 0.13873942],
 [-0.00860488, 0.        , 0.        , 0.01831722],
 [-0.0068602 , 0.        , 0.        , 0.12665184]]"
"[[1.92902004e-06,1.82702048e-06,1.96197435e-06,1.86149475e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.51784422e-06,2.31549188e-06,2.41532912e-06,2.33499821e-06]]","[[0.08421138,0.        ,0.        ,0.        ],
 [0.10221973,0.        ,0.        ,0.        ],
 [0.12829138,0.        ,0.        ,0.1422463 ],
 [0.11174158,0.        ,0.        ,0.12512967],
 [0.        ,0.        ,0.        ,0.10612249],
 [0.        ,0.        ,0.        ,0.11804131]]"
"[[2.10994982e-06,1.88939669e-06,1.88124944e-06,1.96910618e-06],
 [3.22655932e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [3.00621181e-06,2.45688624e-06,2.43967802e-06,2.72523547e-06]]","[[ 0.0148693 ,-0.00634277, 0.        , 0.        ],
 [ 0.10508456,-0.00665844, 0.        , 0.        ],
 [ 0.10706072, 0.        , 0.        , 0.02615337],
 [ 0.0653809 , 0.        , 0.        , 0.10834301],
 [ 0.4930853 , 0.        , 0.        , 0.10667994],
 [-0.00734437, 0.        , 0.        , 0.13958462]]"
"[[2.09057592e-06,2.00986319e-06,1.91875272e-06,2.10423102e-06],
 [2.78869728e-06,0.00000000e+00,0.00000000e+00,2.71381924e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.70947167e-06,2.62186154e-06,2.96283414e-06,2.63427901e-06]]","[[ 0.02890533,-0.09177041, 0.        , 0.        ],
 [ 0.10601436, 0.17376738, 0.        , 0.        ],
 [ 0.0288908 , 0.        , 0.        , 0.0186845 ],
 [ 0.04501854, 0.        , 0.        , 0.08958703],
 [ 0.19974608, 0.        , 0.        , 0.14710501],
 [-0.09424015, 0.        , 0.        , 0.02683109]]"
"[[1.92299349e-06,1.95744322e-06,1.88497340e-06,1.84043742e-06],
 [0.00000000e+00,0.00000000e+00,2.57813997e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.71456988e-06,2.58813334e-06,2.29375361e-06,0.00000000e+00]]","[[ 0.06437841, 0.49692105, 0.        , 0.        ],
 [ 0.06965802,-0.00296235, 0.        , 0.        ],
 [ 0.01857847, 0.        , 0.        , 0.1695967 ],
 [ 0.15244246, 0.        , 0.        , 0.15081326],
 [-0.01132883, 0.        , 0.        , 0.02168326],
 [-0.00834712, 0.        , 0.        ,-0.05662749]]"
"[[1.88541944e-06,1.88309298e-06,1.89428979e-06,1.97505373e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.78649519e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.40599822e-06,2.53066467e-06,2.55484176e-06,2.62100244e-06]]","[[ 0.1355784 ,-0.00705315, 0.        , 0.        ],
 [ 0.08571129, 0.50375242, 0.        , 0.        ],
 [ 0.08361745, 0.        , 0.        , 0.10120153],
 [ 0.01308822, 0.        , 0.        , 0.1349844 ],
 [-0.00912643, 0.        , 0.        , 0.13665088],
 [-0.00702424, 0.        , 0.        , 0.01720503]]"
"[[2.03726704e-06,1.92950383e-06,1.78540829e-06,2.03929914e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [3.00572591e-06,2.44518240e-06,2.31764217e-06,2.69163074e-06]]","[[0.04643688,0.        ,0.        ,0.        ],
 [0.1401645 ,0.        ,0.        ,0.        ],
 [0.12080347,0.        ,0.        ,0.17116225],
 [0.10888709,0.        ,0.        ,0.09642767],
 [0.        ,0.        ,0.        ,0.10919359],
 [0.        ,0.        ,0.        ,0.12431182]]"
"[[1.86912641e-06,2.01902649e-06,2.01970376e-06,1.83425572e-06],
 [0.00000000e+00,2.69322168e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.49802263e-06,2.56380629e-06,2.73956867e-06,2.63441615e-06]]","[[ 0.12498562,-0.00743252, 0.        , 0.        ],
 [ 0.0148173 ,-0.00716417, 0.        , 0.        ],
 [ 0.10265998, 0.        , 0.        , 0.11000087],
 [ 0.06880661, 0.        , 0.        , 0.01538438],
 [-0.00939756, 0.        , 0.        , 0.12325012],
 [ 0.50510896, 0.        , 0.        , 0.14614158]]"
"[[2.05156125e-06,2.13465571e-06,1.86791161e-06,2.07801171e-06],
 [2.73715857e-06,2.86351332e-06,0.00000000e+00,2.83535652e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.61429879e-06,2.80957079e-06,2.36869263e-06,2.68036000e-06]]","[[ 0.07334864,-0.16903242, 0.        , 0.        ],
 [ 0.04383403, 0.13415491, 0.        , 0.        ],
 [ 0.10467163, 0.        , 0.        , 0.04723045],
 [ 0.05153688, 0.        , 0.        , 0.09219005],
 [ 0.13165658, 0.        , 0.        , 0.13594108],
 [ 0.11071421, 0.        , 0.        , 0.06171473]]"
"[[2.02980800e-06,2.10658604e-06,1.96985863e-06,1.98315258e-06],
 [2.64865124e-06,2.78070801e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.59610351e-06,2.70052763e-06,2.54943124e-06,2.48213385e-06]]","[[ 0.02679414,-0.0949079 , 0.        , 0.        ],
 [ 0.02931791,-0.09444932, 0.        , 0.        ],
 [ 0.07483251, 0.        , 0.        , 0.02390711],
 [ 0.09185212, 0.        , 0.        , 0.03746964],
 [ 0.19550253, 0.        , 0.        , 0.11691476],
 [ 0.17714743, 0.        , 0.        , 0.10289268]]"
"[[1.85139676e-06,2.01027268e-06,2.10637439e-06,2.12847559e-06],
 [0.00000000e+00,0.00000000e+00,2.91131641e-06,2.90783327e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.48946784e-06,2.60127141e-06,2.84250023e-06,2.83987183e-06]]","[[ 0.06836636, 0.17371679, 0.        , 0.        ],
 [ 0.09739614, 0.17311674, 0.        , 0.        ],
 [ 0.02077121, 0.        , 0.        , 0.1276464 ],
 [ 0.02550507, 0.        , 0.        , 0.10370491],
 [-0.11811174, 0.        , 0.        , 0.02852215],
 [-0.11163982, 0.        , 0.        , 0.02566806]]"
"[[1.95375192e-06,1.95502826e-06,1.81660715e-06,1.90534723e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.61479789e-06,2.83823786e-06,2.47400224e-06,2.59660642e-06]]","[[0.13922936,0.        ,0.        ,0.        ],
 [0.06156052,0.        ,0.        ,0.        ],
 [0.10757293,0.        ,0.        ,0.09929489],
 [0.10708476,0.        ,0.        ,0.15664838],
 [0.        ,0.        ,0.        ,0.12033347],
 [0.        ,0.        ,0.        ,0.12244118]]"
"[[1.99755387e-06,2.13107309e-06,1.87330696e-06,2.07535224e-06],
 [2.93506713e-06,2.66982664e-06,0.00000000e+00,2.88781197e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.75575016e-06,2.66467437e-06,2.50772262e-06,2.75762468e-06]]","[[-0.0019787 ,-0.16576325, 0.        , 0.        ],
 [ 0.1186908 , 0.12750458, 0.        , 0.        ],
 [ 0.09445929, 0.        , 0.        , 0.06831328],
 [ 0.04501218, 0.        , 0.        , 0.05757351],
 [ 0.16161257, 0.        , 0.        , 0.14518992],
 [ 0.08197013, 0.        , 0.        , 0.0702825 ]]"
"[[2.07879827e-06,2.04450187e-06,1.89539857e-06,2.08443858e-06],
 [2.99527869e-06,2.74786614e-06,0.00000000e+00,3.21188759e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.90794740e-06,2.68213412e-06,2.29033950e-06,3.04903158e-06]]","[[ 0.03598696,-0.16392691, 0.        , 0.        ],
 [ 0.10464546, 0.14258525, 0.        , 0.        ],
 [ 0.1238953 , 0.        , 0.        , 0.07912873],
 [ 0.00333588, 0.        , 0.        , 0.05491228],
 [ 0.1287461 , 0.        , 0.        , 0.122448  ],
 [ 0.10114963, 0.        , 0.        , 0.08713383]]"
"[[2.01569698e-06,1.81666736e-06,1.97479964e-06,1.91690376e-06],
 [2.81957475e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.67201371e-06,2.56721825e-06,2.69356161e-06,2.59272867e-06]]","[[ 0.01662031,-0.00712075, 0.        , 0.        ],
 [ 0.07314845,-0.00700099, 0.        , 0.        ],
 [ 0.09660919, 0.        , 0.        , 0.0209505 ],
 [ 0.10233989, 0.        , 0.        , 0.13359226],
 [ 0.49695923, 0.        , 0.        , 0.11794184],
 [-0.00794163, 0.        , 0.        , 0.11294659]]"
"[[2.09815663e-06,1.85949415e-06,2.00918018e-06,1.96268394e-06],
 [3.03165813e-06,0.00000000e+00,2.76077228e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,3.47758734e-06],
 [2.74267713e-06,2.70365614e-06,2.63123236e-06,3.43805961e-06]]","[[ 0.04988345, 0.14199134, 0.        ,-0.00606361],
 [ 0.06238366,-0.01253607, 0.        , 0.47867475],
 [ 0.05219622, 0.        , 0.        , 0.05219426],
 [ 0.01180333, 0.        , 0.        , 0.11522115],
 [ 0.15896681, 0.        ,-0.0071609 , 0.05494262],
 [-0.08381095, 0.        ,-0.00978912, 0.02884161]]"
"[[2.01696939e-06,1.89104212e-06,2.02409858e-06,2.08272994e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.58210058e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.85416350e-06,2.65411171e-06,2.66153595e-06,2.45648895e-06]]","[[ 0.08004168,-0.00745041, 0.        , 0.        ],
 [ 0.0819871 , 0.50639928, 0.        , 0.        ],
 [ 0.12413119, 0.        , 0.        , 0.14413999],
 [ 0.01670659, 0.        , 0.        , 0.13619276],
 [-0.00999637, 0.        , 0.        , 0.10521164],
 [-0.00727922, 0.        , 0.        , 0.01296937]]"
"[[1.96511975e-06,1.95735372e-06,1.97144801e-06,1.93059463e-06],
 [2.78285966e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.54054050e-06,2.51484421e-06,2.49757526e-06,2.69136162e-06]]","[[ 0.01564866,-0.00690702, 0.        , 0.        ],
 [ 0.10647863,-0.00701448, 0.        , 0.        ],
 [ 0.11705132, 0.        , 0.        , 0.01981275],
 [ 0.05722531, 0.        , 0.        , 0.10866487],
 [ 0.49699218, 0.        , 0.        , 0.10020321],
 [-0.00795856, 0.        , 0.        , 0.14587645]]"
"[[1.85587085e-06,1.89895008e-06,2.09608126e-06,1.93615596e-06],
 [0.00000000e+00,0.00000000e+00,2.98768404e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.48510126e-06,2.29473968e-06,2.90015803e-06,2.33052367e-06]]","[[ 0.05921338, 0.50059343, 0.        , 0.        ],
 [ 0.1189549 ,-0.00658566, 0.        , 0.        ],
 [ 0.01328586, 0.        , 0.        , 0.15984744],
 [ 0.12168579, 0.        , 0.        , 0.10560075],
 [-0.00910616, 0.        , 0.        , 0.02133093],
 [-0.00652998, 0.        , 0.        , 0.10358102]]"
"[[1.87615112e-06,1.85545894e-06,2.24417278e-06,2.03276595e-06],
 [0.00000000e+00,0.00000000e+00,2.84116229e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.44997219e-06,2.44580436e-06,2.79067289e-06,2.68123777e-06]]","[[ 0.10971899, 0.50369182, 0.        , 0.        ],
 [ 0.09495478,-0.00735342, 0.        , 0.        ],
 [ 0.01670351, 0.        , 0.        , 0.12192759],
 [ 0.09532982, 0.        , 0.        , 0.12718273],
 [-0.00944466, 0.        , 0.        , 0.01821146],
 [-0.00697215, 0.        , 0.        , 0.12862456]]"
"[[2.07852430e-06,2.15510786e-06,1.91521423e-06,2.13308152e-06],
 [2.90632867e-06,3.00163641e-06,0.00000000e+00,2.75158542e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.76590901e-06,2.96103058e-06,2.45612772e-06,2.64193200e-06]]","[[ 0.03064742,-0.1669164 , 0.        , 0.        ],
 [ 0.02023454, 0.10739758, 0.        , 0.        ],
 [ 0.10410758, 0.        , 0.        , 0.06045811],
 [ 0.11100828, 0.        , 0.        , 0.10241152],
 [ 0.1487789 , 0.        , 0.        , 0.13639087],
 [ 0.11572705, 0.        , 0.        , 0.03967075]]"
